method_id	referenceid	criteria	probe_concentration	probeid	name_show	type	cpid	name_competitor	cell_id	experiment_method	Quantitative Method	cp_concentration	remark
LDD2872	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0295	ISO-TOP ABPP	TMT	500 uM	.
LDD2873	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0296	ISO-TOP ABPP	TMT	500 uM	.
LDD2874	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0035	ISO-TOP ABPP	TMT	500 uM	.
LDD2875	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0297	ISO-TOP ABPP	TMT	500 uM	.
LDD2876	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0298	ISO-TOP ABPP	TMT	500 uM	.
LDD2877	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0299	ISO-TOP ABPP	TMT	500 uM	.
LDD2878	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0300	ISO-TOP ABPP	TMT	500 uM	.
LDD2879	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0301	ISO-TOP ABPP	TMT	500 uM	.
LDD2880	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0302	ISO-TOP ABPP	TMT	500 uM	.
LDD2881	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0303	ISO-TOP ABPP	TMT	500 uM	.
LDD2882	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0304	ISO-TOP ABPP	TMT	500 uM	.
LDD2883	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0305	ISO-TOP ABPP	TMT	500 uM	.
LDD2884	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0306	ISO-TOP ABPP	TMT	500 uM	.
LDD2885	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0117	ISO-TOP ABPP	TMT	500 uM	.
LDD2886	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0307	ISO-TOP ABPP	TMT	500 uM	.
LDD2887	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0308	ISO-TOP ABPP	TMT	500 uM	.
LDD2888	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0309	ISO-TOP ABPP	TMT	500 uM	.
LDD2889	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0310	ISO-TOP ABPP	TMT	500 uM	.
LDD2890	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0311	ISO-TOP ABPP	TMT	500 uM	.
LDD2891	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0312	ISO-TOP ABPP	TMT	500 uM	.
LDD2892	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0313	ISO-TOP ABPP	TMT	500 uM	.
LDD2893	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0314	ISO-TOP ABPP	TMT	500 uM	.
LDD2894	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0315	ISO-TOP ABPP	TMT	500 uM	.
LDD2895	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0316	ISO-TOP ABPP	TMT	500 uM	.
LDD2896	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0317	ISO-TOP ABPP	TMT	500 uM	.
LDD2897	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0318	ISO-TOP ABPP	TMT	500 uM	.
LDD2898	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0319	ISO-TOP ABPP	TMT	500 uM	.
LDD2899	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0320	ISO-TOP ABPP	TMT	500 uM	.
LDD2900	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0321	ISO-TOP ABPP	TMT	500 uM	.
LDD2901	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0322	ISO-TOP ABPP	TMT	500 uM	.
LDD2902	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0323	ISO-TOP ABPP	TMT	500 uM	.
LDD2903	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0324	ISO-TOP ABPP	TMT	500 uM	.
LDD2904	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0325	ISO-TOP ABPP	TMT	500 uM	.
LDD2905	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0326	ISO-TOP ABPP	TMT	500 uM	.
LDD2906	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0327	ISO-TOP ABPP	TMT	500 uM	.
LDD2907	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0328	ISO-TOP ABPP	TMT	500 uM	.
LDD2908	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0329	ISO-TOP ABPP	TMT	500 uM	.
LDD2909	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0330	ISO-TOP ABPP	TMT	500 uM	.
LDD2910	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0331	ISO-TOP ABPP	TMT	500 uM	.
LDD2911	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0332	ISO-TOP ABPP	TMT	500 uM	.
LDD2912	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0333	ISO-TOP ABPP	TMT	500 uM	.
LDD2913	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0334	ISO-TOP ABPP	TMT	500 uM	.
LDD2914	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0335	ISO-TOP ABPP	TMT	500 uM	.
LDD2915	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0336	ISO-TOP ABPP	TMT	500 uM	.
LDD2916	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0337	ISO-TOP ABPP	TMT	500 uM	.
LDD2917	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0338	ISO-TOP ABPP	TMT	500 uM	.
LDD2918	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0340	ISO-TOP ABPP	TMT	500 uM	.
LDD2919	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0340	ISO-TOP ABPP	TMT	500 uM	.
LDD2920	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0341	ISO-TOP ABPP	TMT	500 uM	.
LDD2921	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0023	ISO-TOP ABPP	TMT	500 uM	.
LDD2922	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0342	ISO-TOP ABPP	TMT	500 uM	.
LDD2923	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0143	ISO-TOP ABPP	TMT	500 uM	.
LDD2924	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0343	ISO-TOP ABPP	TMT	500 uM	.
LDD2925	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0344	ISO-TOP ABPP	TMT	500 uM	.
LDD2926	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0020	ISO-TOP ABPP	TMT	500 uM	.
LDD2927	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0345	ISO-TOP ABPP	TMT	500 uM	.
LDD2928	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0346	ISO-TOP ABPP	TMT	500 uM	.
LDD2929	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0347	ISO-TOP ABPP	TMT	500 uM	.
LDD2930	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0044	ISO-TOP ABPP	TMT	500 uM	.
LDD2931	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0348	ISO-TOP ABPP	TMT	500 uM	.
LDD2932	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0349	ISO-TOP ABPP	TMT	500 uM	.
LDD2933	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0350	ISO-TOP ABPP	TMT	500 uM	.
LDD2934	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0351	ISO-TOP ABPP	TMT	500 uM	.
LDD2935	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0045	ISO-TOP ABPP	TMT	500 uM	.
LDD2936	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0352	ISO-TOP ABPP	TMT	500 uM	.
LDD2937	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0047	ISO-TOP ABPP	TMT	500 uM	.
LDD2938	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0353	ISO-TOP ABPP	TMT	500 uM	.
LDD2939	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0354	ISO-TOP ABPP	TMT	500 uM	.
LDD2940	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0355	ISO-TOP ABPP	TMT	500 uM	.
LDD2941	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0356	ISO-TOP ABPP	TMT	500 uM	.
LDD2942	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0357	ISO-TOP ABPP	TMT	500 uM	.
LDD2943	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0358	ISO-TOP ABPP	TMT	500 uM	.
LDD2944	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0359	ISO-TOP ABPP	TMT	500 uM	.
LDD2945	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0360	ISO-TOP ABPP	TMT	500 uM	.
LDD2946	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0361	ISO-TOP ABPP	TMT	500 uM	.
LDD2947	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0362	ISO-TOP ABPP	TMT	500 uM	.
LDD2948	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0363	ISO-TOP ABPP	TMT	500 uM	.
LDD2949	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0364	ISO-TOP ABPP	TMT	500 uM	.
LDD2950	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0365	ISO-TOP ABPP	TMT	500 uM	.
LDD2951	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0366	ISO-TOP ABPP	TMT	500 uM	.
LDD2952	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0367	ISO-TOP ABPP	TMT	500 uM	.
LDD2953	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0368	ISO-TOP ABPP	TMT	500 uM	.
LDD2954	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0369	ISO-TOP ABPP	TMT	500 uM	.
LDD2955	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0370	ISO-TOP ABPP	TMT	500 uM	.
LDD2956	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0118	ISO-TOP ABPP	TMT	500 uM	.
LDD2957	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0371	ISO-TOP ABPP	TMT	500 uM	.
LDD2958	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0372	ISO-TOP ABPP	TMT	500 uM	.
LDD2959	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0075	ISO-TOP ABPP	TMT	500 uM	.
LDD2960	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0373	ISO-TOP ABPP	TMT	500 uM	.
LDD2961	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0374	ISO-TOP ABPP	TMT	500 uM	.
LDD2962	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0375	ISO-TOP ABPP	TMT	500 uM	.
LDD2963	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0376	ISO-TOP ABPP	TMT	500 uM	.
LDD2964	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0377	ISO-TOP ABPP	TMT	500 uM	.
LDD2965	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0378	ISO-TOP ABPP	TMT	500 uM	.
LDD2966	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0379	ISO-TOP ABPP	TMT	500 uM	.
LDD2967	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0380	ISO-TOP ABPP	TMT	500 uM	.
LDD2968	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0381	ISO-TOP ABPP	TMT	500 uM	.
LDD2969	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0382	ISO-TOP ABPP	TMT	500 uM	.
LDD2970	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0383	ISO-TOP ABPP	TMT	500 uM	.
LDD2971	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0384	ISO-TOP ABPP	TMT	500 uM	.
LDD2972	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0119	ISO-TOP ABPP	TMT	500 uM	.
LDD2973	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0385	ISO-TOP ABPP	TMT	500 uM	.
LDD2974	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0386	ISO-TOP ABPP	TMT	500 uM	.
LDD2975	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0387	ISO-TOP ABPP	TMT	500 uM	.
LDD2976	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0063	ISO-TOP ABPP	TMT	500 uM	.
LDD2977	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0388	ISO-TOP ABPP	TMT	500 uM	.
LDD2978	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0017	ISO-TOP ABPP	TMT	500 uM	.
LDD2979	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0389	ISO-TOP ABPP	TMT	500 uM	.
LDD2980	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0390	ISO-TOP ABPP	TMT	500 uM	.
LDD2981	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0076	ISO-TOP ABPP	TMT	500 uM	.
LDD2982	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0120	ISO-TOP ABPP	TMT	500 uM	.
LDD2983	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0391	ISO-TOP ABPP	TMT	500 uM	.
LDD2984	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0137	ISO-TOP ABPP	TMT	500 uM	.
LDD2985	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0392	ISO-TOP ABPP	TMT	500 uM	.
LDD2986	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0393	ISO-TOP ABPP	TMT	500 uM	.
LDD2987	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0138	ISO-TOP ABPP	TMT	500 uM	.
LDD2988	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0139	ISO-TOP ABPP	TMT	500 uM	.
LDD2989	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0140	ISO-TOP ABPP	TMT	500 uM	.
LDD2990	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0038	ISO-TOP ABPP	TMT	500 uM	.
LDD2991	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0394	ISO-TOP ABPP	TMT	500 uM	.
LDD2992	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0395	ISO-TOP ABPP	TMT	500 uM	.
LDD2993	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0396	ISO-TOP ABPP	TMT	500 uM	.
LDD2994	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0054	ISO-TOP ABPP	TMT	500 uM	.
LDD2995	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0397	ISO-TOP ABPP	TMT	500 uM	.
LDD2996	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0398	ISO-TOP ABPP	TMT	500 uM	.
LDD2997	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0399	ISO-TOP ABPP	TMT	500 uM	.
LDD2998	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0400	ISO-TOP ABPP	TMT	500 uM	.
LDD2999	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0089	ISO-TOP ABPP	TMT	500 uM	.
LDD3000	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0077	ISO-TOP ABPP	TMT	500 uM	.
LDD3001	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0121	ISO-TOP ABPP	TMT	500 uM	.
LDD3002	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0401	ISO-TOP ABPP	TMT	500 uM	.
LDD3003	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0402	ISO-TOP ABPP	TMT	500 uM	.
LDD3004	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0403	ISO-TOP ABPP	TMT	500 uM	.
LDD3005	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0404	ISO-TOP ABPP	TMT	500 uM	.
LDD3006	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0405	ISO-TOP ABPP	TMT	500 uM	.
LDD3007	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0406	ISO-TOP ABPP	TMT	500 uM	.
LDD3008	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0407	ISO-TOP ABPP	TMT	500 uM	.
LDD3009	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0408	ISO-TOP ABPP	TMT	500 uM	.
LDD3010	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0409	ISO-TOP ABPP	TMT	500 uM	.
LDD3011	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0410	ISO-TOP ABPP	TMT	500 uM	.
